_step,avg_telescope_perplexity,avg_causal_perplexity,training_loss
42000,10.1953125,3.7994791666666665,2.661653518676758
43000,10.130208333333334,3.6966145833333335,1.8211256265640259
43000,10.130208333333334,3.6966145833333335,1.8211256265640259
44000,9.7421875,3.4052734375,2.152090549468994
44000,9.7421875,3.4052734375,2.152090549468994
45000,9.783203125,3.60009765625,1.31244957447052
45000,9.783203125,3.60009765625,1.31244957447052
46000,9.85546875,2.873046875,2.8657288551330566
46000,9.85546875,2.873046875,2.8657288551330566
47000,10.640625,3.6826171875,4.400730133056641
47000,10.640625,3.6826171875,4.400730133056641
48000,9.8125,3.046875,4.075062274932861
48000,9.8125,3.046875,4.075062274932861
49000,9.94140625,3.85400390625,4.463974475860596
49000,9.94140625,3.85400390625,4.463974475860596
50000,9.498046875,3.8388671875,2.8844587802886963
50000,9.498046875,3.8388671875,2.8844587802886963
51000,10.294921875,3.5966796875,2.0600626468658447
51000,10.294921875,3.5966796875,2.0600626468658447
52000,10.15625,4.059895833333333,3.4171292781829834
52000,10.15625,4.059895833333333,3.4171292781829834
53000,9.838541666666666,3.8092447916666665,1.3297646045684814
53000,9.838541666666666,3.8092447916666665,1.3297646045684814
54000,9.603515625,3.74853515625,2.2162046432495117
54000,9.603515625,3.74853515625,2.2162046432495117
55000,10.643229166666666,3.33984375,4.678065776824951
55000,10.643229166666666,3.33984375,4.678065776824951
56000,10.05859375,3.39453125,2.8866000175476074
56000,10.05859375,3.39453125,2.8866000175476074
57000,11.076171875,3.6494140625,2.3964500427246094
57000,11.076171875,3.6494140625,2.3964500427246094
58000,10.171875,3.6888020833333335,1.5170197486877441
58000,10.171875,3.6888020833333335,1.5170197486877441
59000,9.24609375,4.1787109375,2.984248161315918
59000,9.24609375,4.1787109375,2.984248161315918
60000,9.760416666666666,4.234375,2.2127299308776855
60000,9.760416666666666,4.234375,2.2127299308776855
61000,10.7203125,3.67109375,2.7060391902923584
61000,10.7203125,3.67109375,2.7060391902923584
62000,10.8984375,3.4147135416666665,1.8312677145004272
62000,10.8984375,3.4147135416666665,1.8312677145004272
63000,9.4140625,3.6572265625,2.6875414848327637
63000,9.4140625,3.6572265625,2.6875414848327637
64000,9.9609375,4.029296875,1.1233484745025635
64000,9.9609375,4.029296875,1.1233484745025635
65000,10.1484375,3.86328125,2.498561143875122
65000,10.1484375,3.86328125,2.498561143875122
66000,10.46875,4.0126953125,4.143963813781738
66000,10.46875,4.0126953125,4.143963813781738
67000,10.11328125,3.54638671875,2.303253173828125
67000,10.11328125,3.54638671875,2.303253173828125
68000,9.677083333333334,3.51953125,2.4524545669555664
68000,9.677083333333334,3.51953125,2.4524545669555664
69000,10.205729166666666,3.609375,2.9196767807006836
69000,10.205729166666666,3.609375,2.9196767807006836
70000,10.07421875,3.86279296875,1.7901087999343872
70000,10.07421875,3.86279296875,1.7901087999343872
71000,10.130208333333334,3.591796875,2.7628674507141113
71000,10.130208333333334,3.591796875,2.7628674507141113
72000,9.087890625,3.78955078125,0.9955167174339294
72000,9.087890625,3.78955078125,0.9955167174339294
73000,10.471354166666666,3.8190104166666665,2.277811288833618
73000,10.471354166666666,3.8190104166666665,2.277811288833618
74000,9.80859375,4.072265625,1.5271830558776855
74000,9.80859375,4.072265625,1.5271830558776855
75000,10.5546875,3.6959635416666665,3.4939026832580566
75000,10.5546875,3.6959635416666665,3.4939026832580566
76000,10.049479166666666,3.9231770833333335,1.0320186614990234
76000,10.049479166666666,3.9231770833333335,1.0320186614990234
77000,10.46484375,3.5654296875,2.1054553985595703
77000,10.46484375,3.5654296875,2.1054553985595703
78000,10.140625,3.63427734375,2.015707492828369
78000,10.140625,3.63427734375,2.015707492828369
79000,10.3046875,3.822265625,2.399887800216675
79000,10.3046875,3.822265625,2.399887800216675
80000,9.9296875,4.352213541666667,1.4963884353637695
80000,9.9296875,4.352213541666667,1.4963884353637695
81000,10.265625,4.23046875,2.6453051567077637
81000,10.265625,4.23046875,2.6453051567077637
83000,10.2578125,3.99609375,2.2651913166046143
83000,10.2578125,3.99609375,2.2651913166046143
84000,10.16015625,3.9345703125,1.8127710819244385
84000,10.16015625,3.9345703125,1.8127710819244385
85000,10.3359375,3.9755859375,2.1045241355895996
85000,10.3359375,3.9755859375,2.1045241355895996
86000,10.213541666666666,3.3880208333333335,1.2339446544647217
86000,10.213541666666666,3.3880208333333335,1.2339446544647217
87000,9.809895833333334,3.7395833333333335,2.818150758743286
87000,9.809895833333334,3.7395833333333335,2.818150758743286
88000,10.7109375,4.0322265625,3.020334482192993
88000,10.7109375,4.0322265625,3.020334482192993
89000,10.3671875,3.9091796875,3.8341991901397705
89000,10.3671875,3.9091796875,3.8341991901397705
90000,9.541015625,3.541015625,1.850003719329834
90000,9.541015625,3.541015625,1.850003719329834
